dataset,image,engine,time_sec,text_length,predicted_text
noisy_receipts,X51006389894.jpg,easyocr,9.206,530,"KING'S CONFECTIONERY S/B 273500-V (JJ) 3425, Gr . Floor Jln Theater , Jinjang Utara 52100 Kl: TEL :03-67311233 (GST ID 6 000294060032) Tax Inyoice Inv No :JJ30275852 Date:10/10/17 20.58 Cashier:FT11822 Ctr :01 Code Qcy RM DZ Amt 691023 ICE-CREAM 58.Q0 0 58-Qo 9 211010 Partuques 2.00 12-00 8 Qty 70.00 Rounding Adj 0.QQ Due 70.00 100.00 Cnange 3.00 (Total Included GST 62 0 3.96) Goods SOLD NOT RETURNABLE/EXCHANGEABLE: THANK YOU PLEASE COME AGAIN! Tasty BAKING KEALTHY NATION: ==Visit uS Online at Wua 4 #Com- mYF= Desc Pay kings"
noisy_receipts,X51006389894.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006389894.jpg,doctr,3.058,542,"KING'S CONFECTIONERY S/B 273500-U (JJ) 3425, Gr. Floor Jln Theater, y Jinjang Utara 52100 K.L. TEL :03-67311233 (GST ID : 000294060032) Tax Invoice Inv No JJ30275852 Date:10/10/17 20:58 Cashier:FT11822 Ctr :01 Code Desc Qty RM DZ Amt 691023 ICE-CREAM 1 58.00 0 58.00 S 211010 Portugues 6 2.00 0 12.00 S Qty 7 70.00 Rounding Adj a 0.00 Due 70.00 Pay 100.00 Change 30.00 (Total Included GST @ 6% : 3.96) GOODS SOLD NOT RETURNABLE/EXCHANGEABLE: THANK YOU PLEASE COME AGAIN!! TASTY BAKING HEALTHY NATION!! w=Visit us online at WWw. kings.com.my=="
noisy_receipts,X51006389898.jpg,tesseract,0.554,529,"RESTORAN WAN SHF 002042°19-  No.2, Jalan Temengguna 19/9, Seksyen 9, Bandar Mahkota Cher as, 43200 Cheras, Selangor GST REG NO: 00133578752  Tax Invoice  INV No.: 784997 Cashier: Nicole Date : 29- ""tes 20i7 a2: we 53  descrip ion aty UL price Total TAX Tiger (B)  6 x 12. 00 72.00 SR Guiness Stout (B) Promotion  6 x x 15. 40 92. 40 SR  Total ary: 12  Total (Excluding G51): 155. 09 GST payable (6%): 9.31 lotal (inclusive of GST): 164. 40 TOTAL : 164. 40 CASH : : 164. 40 GST Summary Amount (RM) Tax (RM)  SR (@ 6%) 155. 09 9.31"
noisy_receipts,X51006389898.jpg,easyocr,9.734,516,"RESTORAN Wan  SHF' 002043*19-W No. 2 Jalan Temenggung 19/9, Seksyen 9, Bandar  Mahkota Cheras, 43200 Cheras, Sel angor GST   REG NO:  001335787520 Tax Invoice INV No. 784997 Cashier : Nicole Date 29-09-2017 22:19:53 Descr ipl ion Qty U.price Total TAX Tiger (B) 6 X 12.00 72.00 SR Guiness Stout (B) Promotion 6 X 15. 40 92.40 SR Total QTY: 12 Total (Excludirg 61) : 155. 09 GST  payable (6%) 9.31 Total (Inclusive of GST) : 164. 40 TOTAL : 164 40 CASH 164. 40 GST   Summary Amounl (RM) Tax (RM) SR (@ 6%) 155.0g 9.31"
noisy_receipts,X51006389898.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006389898.jpg,doctr,2.938,504,"RESTORAN WAN SHF 002043319-W No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cher ras, 43200 Cheras, Selangor GST REG NO: 001335787520 Tax Invoice INV No. : 784997 Cashier: Nicole Date : 29-09-2017 22:19:53 Description Qty U.price Total TAX Tiger (B) 6 X 12.00 72.00 SR Guiness Stout (B) Promotion 6 X 15.40 92.40 SR Total QTY: 12 Total (Excluding GST): 155.09 GST payable (6%): 9.31 Total Inclusive of GST): 164.40 TOTAL: 164.40 CASH : 164.40 GST Summary Amount (RM) Tax(RM) SR (@ 6%) 155.09 9.31"
noisy_receipts,X51006392167.jpg,tesseract,0.581,625,"Aneka Intertrade  * GST Reg mo C0153  SOB, Jalan TUDI4,Kg Bar 46150 Shah Alam,  Selangor Oaru! Ehsan, Malaysia.  vel (4603) 7845 3088 = Fax (+603) 7843 0300  SABO120170619012 19/06/17 : Cashier: Ezza Ezm vee 67:52:18 sO  Subang  2:15 pm  * Milo Actigen-& 31n1 18'sx33g  ge 0001217233 11.9072 23.80 S ITEM: 1 Total with GST @ b% 23.80 QTY: 2 ROUNDING 0,00 TOTAL SAVING 0.00 TOTAL 23.80  TENDER  Cash 50.80 CHANGE 27.00 GST Analysis Goods Tax Amount S = 6% 22.45 135 Z=0% 0.00 6.006  caress BOSTED™  Please CHECK your BALANCE due and all goods purchased are IN ORDER THANK (OU SEE YOU AGAIN! * NO REFUND O& EXCHANGE IS ALLOW  y"
noisy_receipts,X51006392167.jpg,easyocr,7.743,679,"Areka iniertrace Moinetig €d 66q (52448,.7} Wellmart W SAZ GST No C61532760034 15OB, Jalan TUCMA, Kg Baru Subang 40150 Shah Alam, Eelango: Darul Elsan Malavsia Tel 7603) 7245 {uje Fax (+60J) 7843 ,230O SAB61201766190120 19/06/17 07.52.15 pr Cashier: Ezza Ezn) 19/06/17 07:52.18 pm Milo Actigen E 3in1 18's*33y 95560101217233 11.90' 2 23.30 5 ITEM; Total with; GS1 ( ""iu 23.80 QTY: ROUNOING 0,00 TOTAL SAVING 0.Oj) TOIAL 23,80 TENLER Cash 50.50 CHANGE vi 00 GST Analysis Goods Ta, Amount 5 =6"" 22 45 1.35 2 O"", 0 0u 0 Oo Consider PTS 22 ROSTED Please CHECK /34l BAi ANCE Gue and all Punahased are IN ORDER. THGNK YQu SEE YOU AGAINI MO REFUND Oc EXCHANGS 15 A{LOWEC Peg goods 23-86"
noisy_receipts,X51006392167.jpg,paddle,0.001,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006392167.jpg,doctr,3.532,692,"Aneka intertrade Mioiketing Sdn Bna (524483-X) Wellmart € SA2 GST Reg NNO 001532760054 150B, Jalan TUDM,Kg Baru Subang 40150 Shah Alam, Celango: Daru! Ehsan, Malaysia. Tel: (+603) 7845 3058 Fax (+603) 7843 0300 SAB01201706190120 19/06/17 07:52:15 pm Cashier: Ezza Ezm 19/06/17 07:52:18 pm + Milo Actigen-E 3in1 18'sx33g 9556001217233 11.90'2 23.80 S ITEM: 1 Total with GST (D 6% 23.80 QTY: 2 ROUNDING 0.00 TOTAL SAVING: 0.00 TOTAL 23.80 TENDER Cash 50.80 CHANGE 27.00 GST Analysis Goods Tax Amount S = 6% 22.45 1.35 V Z=0% 0.00 0.00 Consider PTS. 22 FOSTED Please CHECK your BALANCE due and all goods purchased are IN ORDER. THANK YOU SEE YOU AGAIN! * . NO REFUND OR EXCHANGS IS ALLOWED 23-80"
noisy_receipts,X51006401845.jpg,tesseract,0.337,216,"‘Buy Sell Trade Sdn. Blut. G04812-% Tax Invoice _ GST Ib: 001969250560 2 & 2A, Jalan Kasuarina 1/KS 7, 7 Randa Botanik, 41200 Klang, SELANGOR  ‘S NO.: 0007/0112423 04/02/2017 07:14PM Amount CRM)  26,90  Total Sal  oS"
noisy_receipts,X51006401845.jpg,easyocr,6.536,445,"Bi; Scll Trac? c_ C 60,*12-X Tax Invojce 651 I0 , 0o1 36,925056,0 7 < 21 , Jelan Kasuzrina I/KS 1, Rac&' Fotamk 41204 KTang , SELANGOR (5 No 0007/0112423 0*/02/7017 07.I4PM So]d To: C9 Descriplion AJesunice ) Tnlico Nojoi/coukinG POt 7 "" 76,90 26 "" hiscounit €. (c % 22 .#0 Total (ty: 1 Tota? Sales; Tncksiv CSr 26.87 Cash 21.6C Voucher 0 00 Cheque 0,Do Cuize 0.i0 Cst Simmary Aumolt (ft Tix(rM} 57 6 . 0ni 75 1.52 Cashcn 425007 Tkznk Yol Plesse"
noisy_receipts,X51006401845.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006401845.jpg,doctr,2.863,478,"L. Buy Sell Trade Son. atudd. 604412-X Tax Invoice GST ID: 001869250560 2 & 2A, Jalan Kasuarina 1/KS 7, Bandar Botanik, 41200 Klang, SELANGOR CS No.: 0007/0112423 04/02/2017 07:14PM Sold To: CASH Description Amount(RM) TNL149/V070F/COOKING POT SR 1 X 26.90 26.90 Discount 0.00 X: 28.90 Total Qty: 1 Totai Sales Inclusive GST 26.90 Cash 27.00 Voucher 0.00 Cheque 0.00 Chnge 0.10 GST Summary Amount(RM) Tax(RM) SR @ 6.00% 25.38 1.52 - Cashier: 435007 Thank You. Please Come Again."
noisy_receipts,X51006401853.jpg,tesseract,0.486,504,"i —_—  99 SPEED MART S/B (519537-X) LOT P.T. 2811, JALAN ANGSA, TAMAH BERKELEY 41150 KLANG, SELANGOR 1299-SUBANG PERHAI GST ID. NOs 000181747712  INVOICE NO > 17736/102/T0275  042 34H $62004 07-02-17 0857 INDOCAFE COFFEEHIX 3IN RH29.95 s 407 CADBURY CHOCOLATE HAZEL RH?.49 Total Sales (Inclusive GST) RH 37.44 Rounding Adjustaent RY ft Rounding RH = 37.45 CREDIT RH 37.45 CHARGE RH 00 657 Summary Aaount{RH) Tax {RH s = 6/ 36.32 242 a  Thank You. Please come again Keep the invoice for applicable returns"
noisy_receipts,X51006401853.jpg,easyocr,6.238,510,"99 SPEED NART S/8 (519537-X) LOt F.T. 2811, JALAN ANGSA, TaHAK  BERKELEY 41150 KLANG,  SELANGOR 1299-SWBANG PERHAI GST ID. NO 8 (00131747712 INVDICE NQ 17736/102/16275 06; 34PH 562004 07-02-17 Fa t 0857   INdOcAFE  COFFEENIX 3IN P82? . 95 5 407 CRdBurY ChOcQLATE  HRZEL Pr7 , 49 Total Sales {Iriclusive GST} RH 37,44 Rounding Adjustuent RH 01 Rouriding RH 37.45 CREDIT Rm 37.45 CHARGE Rh 0Q 6S1 Suwwary Aaourt (RH) Tax{RH) 5 67. 35.32 2,12 Tharik You. Please cobe againi Ihe invoice for applicable returns Keep"
noisy_receipts,X51006401853.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006401853.jpg,doctr,2.818,498,"99 SPEED MART S/B (519537-X) LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1299-SUBANG PERMAI GST ID. NO : 000181747712 INVOICE NO : 17936/102/10275 06:34PM 562004 07-02-17 0857 INDOCAFE COFFEEMIX 3IN RM29.95 5 407 CADBURY CHOCOLATE HAZEL RM7.49 S Total Sales (Inclusive GST) RH 37.44 Rounding Adjustment RM .01 Rourding RM 37.45 CREDIT RM 37.45 CHANGE RM .00 GST Sunmary Amount(RM) Tax(RM) S = 67 35.32 2.12 V Thank You. Please cone again Keep the invoice for applicable returns"
noisy_receipts,X51006401977.jpg,tesseract,0.42,324,". PF) (s : ‘ KS  B & BEST RESTAURANT (001619235-P ) e@ GST NO. : 001800839168 NO.12, df AN SS40/5,PETALING JAVA SE ANGOR DARUL EHSAN TEL : 612-2060 778 HeTAX INVOICE +  BILL NO: 00133863 / POSO1 BIZDATE: 19/04/2017 CASHIER: Manager  TED: 19/04/2017 12:44:57 PM RM 2 SHBALL “NOODLE @7, 0 14.00  SUB 101A  GST 6%  ROUNDING  ea"
noisy_receipts,X51006401977.jpg,easyocr,6.92,474,"<w) ) B & BEST RESTAURAN [ (001610235-P) GSi HU_ Q0|800839168 No,i2 ,Ji AN SSAC/S,PETALING JAYA SF .ANGOR DARUL  EHSAN 13L 012-2060 778 #tTay INVOTCE++ BiLL NO: 00133885 POSO 1 BIZDATE: 19/04/20917 CASH[ER: Manager PRINTFD; 19/04/*2917 12:44.57 PM RM F [SHBA_[ NOODLE 47, 00 14,"" 2 SUP   TOTAL 14,06; GST 6% 0.34 ROUNDInG ALJ 0,.0i NET TOTaL 4,85 Cash 85 CHANGE 0,0 Stxt Tha k !C Peasi ~ja 1/1 httus:/ ;11 , iaccbook .COm/B-B:: Restaurant 01. Tel Nil} Be Crarges GST TbJ lwl"
noisy_receipts,X51006401977.jpg,paddle,0.0,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006401977.jpg,doctr,2.878,467,"B & BEST RESTAURANT (001610235-P) GST NO. : 001800839168 NO.12,JA AN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN TEL : 012-2060 778 **TAX INVOICE** BILL NO: 00133885 / POS01 BIZDATE: 19/04/2017 CASHIER: Manager PRINTED: 19/04/2017 12:44:57 PM RM 2 FISHBALL NOODLE @7.00 14.00 2 SUB TOTAL 14.00 GST 6% 0.84 ROUNDING ADJ 0.01 NET TOTAL (485 4.85 Cash 14.85 CHANGE 0.00 Saffluh Thank You...Please gain... https://.iacebock.com/B-Be t-Restaurant Al item Will Be Charges GST"
noisy_receipts,X51006414425.jpg,tesseract,2.097,677,"hollo[>  UNIHAKKA INTERNATIONAL SDN BHD 05 Apr 2018 18:25  (867388-U) 12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor  TAX INVOICE Invoice # : OR18040502160302 Item Qty Total SR 100100000031- 3 Vege $4.40 1 $4.40 SR 100100000064-Add Vegetable $0.50 1 | $0.50 SR 100100000065-Add Meats $0.90 : 1 $0.90 SR 109100000015- Vegetable $1.10 1 $1.10  Total Amount: $6.90 GST @6%: $0.39 Nett Total: $6.90  Payment Mode Amount  CASH $6.90  Change $0.00  GST Summary Amount($) Tax($)  SR=GST @6% 6.5] 0.39 GST REG #000656195584  BAR WANG RICE@PERMAS JAYA (Price Inclusive Of GST) Thank You & Come Again!  Like and Follow Us on Facebook! Facebook.com/BarWangRice"
noisy_receipts,X51006414425.jpg,easyocr,30.81,651,"Holkolz UNIHAKKA INTERNATIONAL SDN BHD 05 Apr 2018 18.25 (867388-U) 12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 JohorBahru,Johor TAX INVOICE Invoice # OR18040502160302 Item aty Total SR 100100000031- 3 Vege S4.40 S4.40 SR /00100000064-Add Vegetable S0.50 SO.50 SR I00100000065-Add Meats S0.90 $0.90 SR 1001000O0015- Vegetable S1.10 S1.10 Total Amount: $6.90 GST @6%: $0.39 Nett Total; $6.90 Payment Mode Amount CASH S6.90 Change SO.00 GST Summary Amount() Tax(s) SR = GST @69 6.51 0.39 GST REG #000656195584 BAR WANG RICE@PERMAS JAYA (Price Inclusive Of GST) Thank You & Come Againl Like and Follow Us on Facebookl Facebook com/BarWangRice"
noisy_receipts,X51006414425.jpg,paddle,0.001,33,ERROR: Unknown argument: show_log
noisy_receipts,X51006414425.jpg,doctr,5.496,655,"A04012 UNIHAKKA INTERNATIONAL SDN BHD 05 Apr 2018 18:25 (867388-U) 12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru,Johor TAXINVOICE Invoice #: OR18040502160302 Item Qty Total SR 100100000031-3Vege $4.40 1 $4.40 SR 100100000064-Add Vegetable $0.50 1 $0.50 SR 100100000065-Add Meats $0.90 1 $0.90 SR 100100000015- Vegetable $1.10 1 $1.10 Total Amount: $6.90 GST @6%: $0.39 Nett Total: $6.90 Payment Mode Amount CASH $6.90 Change $0.00 GST Summary Amount(S) Tax(s) SR GST @6% 6.51 0.39 GST REG #000656195584 BAR WANG RICE@PERMAS JAYA (Price Inclusive Of GST) Thank You & Come Again! Like and Follow Us on Facebook! Facebook.comBarWangtice"
